labels	quotes	stats	but	adj	advs	negations	survey	averagesent	proper	report	conj	comparative	superlat	questions	meme	personal	mon	modal	statives	strah	udivlen	zol	jdu	fu	ura	negati	positi	grustno	doverie	abstract_nouns	assertion_words	discourse_markers	claims	modality_words	cons	reas	purp	relat	tim	cond	passive	lentok	war	allegedly	so-called 	nationalists 	nazis 	fascists	the goals of the special operation	azov	bandera	banderites	free 	hysteria	unfriendly	great power	west	fascism	foreign agent 	brotherly nations	people of donbass 	russophobia 	russophobic	soros	great victory 	anglo-saxons	great patriotic war	external control 	spiritual scrapes 	denacification 	deukrainianization	demilitarization 	kiev regime 	special operation 	on ukraine	in ukraine	in donbass 	junta	kiev regime 	coup d'etat	reunification of crimea and sevastopol with russia 	return of crimea	civil war	ukraine border with the crimea	export of ukraine with crimea 	dnr	lnr	people's republics of donbass	self-proclaimed republics	borders of lnr/dnr	russian volunteers	self-defense	militia 	retirees	vacationers	novorossiya	southeast ukraine	southeast ukraine	baltic countries	belarus	belorussia	old russian	post-soviet space	near abroad 	color revolution 	ukrainian crisis	internal conflict in ukraine 	ukrainian-russian conflict 	armed formations of ukraine 	punishers 	kiev army 	republic of crimea	aggression of ukraine against donbass	genocide of the inhabitants of donbass 	8 years	russian spring	declaration of will of the people 	crimean referendum 	the polite men 	crimean blockade	crimean bridge 	special status of donbass 	people of donbass 	people's militia	forced migrants	blockage of supplies 	national battalion 	ukrainian nationalist paramilitaries 	demarcation line 	buffer zone 	russian world	orthodox world	prednestrovian moldavian republic 	republic of abkhazia 	south ossetia 	russcists	rashism	attack	invasion	russia's war against ukraine	deceased	fake	rape	looting	victims	arms deliveries	children	refugees	europe	war crimes	genocide 	pumping	pump	negotiations	sanctions 	embargo	kremlin 	kremlin regime	text
rt.tsv	2	0	0	10	2	0	0	22.333333333333332	5	0	2	0	0	0	0	0	0	0	0	3	0	2	1	0	0	4	6	1	2	6	0	1	0	0	0	0	1	0	7	0	0	67	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	«С сегодняшнего дня»: Минобороны сообщило, что ВСУ лишились выхода к Азовскому морю  Выход украинских войск к Азовскому морю полностью заблокирован с 1 марта, сообщили в Минобороны. В ведомстве также отметили, что Вооружённые силы РФ после взятия под контроль прибрежных районов соединились с передовыми отрядами Народной милиции ДНР на границе Донецкой области.  globallookpress.com  © Sidoropolev/http://imagebroker.com
rt.tsv	92	0	5	157	64	23	2	27.08641975308642	246	57	119	3	0	0	6	18	5	6	12	65	8	38	44	12	18	72	189	16	119	106	10	8	3	10	0	2	27	10	65	1	0	2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	4	0	ЕС впервые в истории будет финансировать закупку и поставку оружия, а также оснащения для Украины, которая, по версии Брюсселя, «подверглась нападению», сообщает Еврокомиссия. Для этого Евросоюз задействует €500 млн. Как уточнил ранее Брюссель, речь идёт о поставках крупнокалиберных и противотанковых вооружений. В НАТО также заявили, что направляют на Украину тысячи единиц стрелкового и противотанкового оружия, сотни ракет ПВО. Как сообщили в Кремле, подобный шаг Запада станет чрезвычайно опасным и дестабилизирующим фактором, который никак не будет способствовать «стабильности на Украине». По мнению экспертов, такие действия ЕС и НАТО направлены «на эскалацию ситуации» и могут привести к увеличению числа погибших среди мирных жителей от преступных действий ВСУ и националистов.  ЕС впервые в истории будет финансировать закупку и поставку оружия, а также оснащения для Украины, которая, по версии Брюсселя, «подверглась нападению».  «Мы задействуем €500 млн из средств Европейского фонда мира для оказания военной поддержки Украине», — говорится в заявлении Еврокомиссии, размещённом на её странице в Twitter после завершения встречи министров обороны стран ЕС, которая прошла 28 февраля.  Additional support for Ukraine. pic.twitter.com/TZmz44ZwGH — European Commission 🇪🇺 (@EU_Commission) February 28, 2022  Ранее государства Запада, в том числе ЕС и НАТО, осудили спецоперацию РФ по демилитаризации и денацификации на Украине, объявленную 24 февраля президентом России Владимиром Путиным. Москва подчёркивает, что это была вынужденная мера, призванная оказать помощь Донецкой и Луганской народным республикам в отражении агрессии со стороны ВСУ.  Как пояснил во время пресс-конференции глава дипломатии ЕС Жозеп Боррель, страны — члены объединения намерены «увеличить объём двусторонней военной поддержки Украине и дополнить эти усилия из средств финансирования Евросоюза».  «В данной ситуации наша поддержка вооружённых сил Украины крайне важна. Им нужны боеприпасы, новые средства медицинской помощи, любое оружие оборонительного назначения. И мы вместе со странами (ЕС. — RT) — в дополнение к усилиям некоторых из них — намерены предоставить ресурсы из средств финансирования ЕС, которые вчера было решено задействовать. И все — я подчёркиваю — все с этим согласились», — заявил Боррель.  LIVE NOW: HR/VP @JosepBorrellF press conference following EU Defence Ministers meeting https://t.co/xEyLIR2IJV — European External Action Service - EEAS 🇪🇺 (@eu_eeas) February 28, 2022  Он также отметил, что военная помощь Украине будет «доставлена по тем странам, у которых есть граница с Украиной».  «Полагаю, что ни для кого не секрет, о каком классе вооружения идёт речь. Я повторю то, что уже говорил вчера, что речь идёт об оборонном вооружении и боеприпасах. Вооружении и боеприпасах всех калибров, которые позволят Украине защититься от агрессии», — отметил глава дипломатии ЕС.  Однако Венгрия уже заявила, что через её территорию поставки летального оружия на Украину осуществляться не будут, поскольку они могут «стать объектом насильственных военных действий». Об этом сообщил глава венгерского МИД Петер Сийярто в своём видеообращении, опубликованном в Facebook. По его словам, Будапешт не будет «ввязываться в войну».  Как уточнил ранее глава дипломатии ЕС Жозеп Боррель, речь идёт о поставках Украине крупнокалиберного и противотанкового оружия, а также «самого разнообразного оснащения», предназначенного для того, чтобы «отбить агрессию».  «Страны (ЕС. — RT) должны предоставить это оружие, и нам необходимо скоординировать их действия, а также возможные дополнительные способы распорядиться этими ресурсами», — заявил он.  Discussing with EU Defence Ministers the situation on the ground in #Ukraine following #Russia’s invasion, and how to further support Ukraine’s armed forces and use our €500 million support package.#StandWithUkraine#EUDefencehttps://t.co/aqbHrw7aZXpic.twitter.com/AiMnj8Uymh — Josep Borrell Fontelles (@JosepBorrellF) February 28, 2022  Вместе с тем Боррель приветствовал российско-украинские переговоры. Поддержала их и Германия, которая до этого, впрочем, одобрила передачу Киеву 400 немецких противотанковых орудий из Нидерландов, девяти гаубиц Д-30 и боеприпасов из Эстонии.  Ответ России  На эти меры стран Евросоюза отреагировали в Москве. Как заявил пресс-секретарь президента России Дмитрий Песков, поставки вооружения и боеприпасов на Украину дестабилизируют обстановку.  «Поставки оружия, вооружения, боеприпасов на территорию Украины, с нашей точки зрения, станут чрезвычайно опасным и дестабилизирующим фактором, который в любом случае никоим образом не будет способствовать ни стабильности на Украине, ни восстановлению порядка», — сообщил Песков журналистам 28 февраля.  По его словам, в долгосрочной перспективе такой шаг может иметь «гораздо более опасные последствия».  «Это лишний раз подтверждает правоту России в тех мерах, которые принимаются», — добавил Песков.  Кремль  Gettyimages.ru  © Vasil Nanev / EyeEm  В свою очередь, официальный представитель МИД РФ Мария Захарова назвала возмутительным решение Германии о начале поставок Украине летального вооружения.  «Слишком много печальных ассоциаций вызывает перспектива дальнейшей «военной» накачки Киева со стороны Берлина», — заявила Захарова.  Кроме того, МИД РФ выпустил заявление, в котором осудил решение ЕС о поставках летальных вооружений на Украину, подчеркнув, что причастные к этому лица и структуры объединения понесут ответственность «за любые последствия таких действий».  «Они не могут не понимать степени опасности последствий», — говорится в сообщении российского внешнеполитического ведомства.  В МИД РФ также отметили, что принятое решение ЕС «является саморазоблачительным».  «Знаменует конец евроинтеграции как «пацифистского» проекта по примирению европейских народов после Второй мировой войны, — говорится в заявлении. — Окончательно развеян и другой в прошлом насаждавшийся еэсовцами миф — будто их нелегитимные в международно-правовом плане односторонние ограничения не направлены против российского народа».  По линии НАТО  Напомним, о поставках оружия на Украину, помимо ЕС, сообщил и Североатлантический альянс. Так, 27 февраля на сайте блока был опубликован пресс-релиз, в котором говорилось, что страны НАТО усиливают свою «практическую поддержку» Киева.  «Тысячи единиц противотанкового оружия, сотни ракет ПВО, а также тысячи единиц стрелкового оружия и боеприпасов направляются на Украину», — отмечается в сообщении.  Уточняется, что «уже осуществили или утверждают» крупные поставки военной техники на украинскую территорию Бельгия, Германия, Греция, Канада, Латвия, Литва, Нидерланды, Португалия, Румыния, Словакия, Словения, Великобритания, США, Франция, Чехия и Эстония.  Также по теме «НАТО допускает агрессивные высказывания»: Путин приказал перевести силы сдерживания РФ в особый режим боевого дежурства Президент России Владимир Путин приказал Министерству обороны cтраны перевести российские силы сдерживания в особый режим боевого...  В свою очередь, премьер-министр Соединённого Королевства Борис Джонсон заявил в разговоре с президентом Украины Владимиром Зеленским, что сделает всё возможное, чтобы обеспечить доставку военной помощи от Великобритании и своих союзников на Украину.  Позднее, 28 февраля, Хорватия объявила, что отправит Киеву пехотное вооружение и средства защиты на сумму 124 млн кун (около €16,5 млн).  Ранее сообщалось, что Нидерланды передадут Киеву 200 комплексов Stinger.  Кроме того, Канада 28 февраля объявила, что направит Украине военную помощь на сумму около $20 млн, прежде всего бронежилеты, каски и приборы ночного видения. Позже Оттава проинформировала, что поставит Киеву и противотанковое оружие.  В то же время, как отмечает пресс-служба НАТО, Украина уже получила от стран альянса «критически важные вооружения», в том числе зенитные ракеты и Javelin.  «Я приветствую то, что союзники активизируют поддержку Украины, предоставляя дополнительную военную технику», — приводит слова генсека НАТО Йенса Столтенберга пресс-служба альянса.  Отмечается также, что «в условиях нынешнего кризиса» блок помогает координировать запросы Украины о помощи.  Как заявил 28 февраля Столтенберг во время разговора с Владимиром Зеленским, союзники по НАТО «усиливают поддержку», предоставляя Украине ракеты ПВО, противотанковое оружие, а также гуманитарную и финансовую помощь.  I just spoke with President @ZelenskyyUa & commended him for the bravery of the people & armed forces of #Ukraine. #NATO Allies are stepping up support with air-defence missiles, anti-tank weapons, as well as humanitarian & financial aid. — Jens Stoltenberg (@jensstoltenberg) February 28, 2022  В то же время в интервью телеканалу NBC News генсек НАТО исключил возможность введения альянсом бесполётной зоны над Украиной. По его словам, у блока нет намерений «входить на Украину ни по земле, ни по воздуху».  В свою очередь, пресс-служба ВМС Украины сообщила, что Болгария, Польша и Словакия направят Киеву 70 боевых самолётов МиГ-29 и Су-25. Отмечается, что при необходимости они смогут базироваться на польских аэродромах, откуда украинские лётчики будут выполнять боевые задачи.  «Враждебные действия в отношении России»  Как отметил старший научный сотрудник Центра европейских исследований ИМЭМО РАН Владимир Оленченко в беседе с RT, решение ЕС и стран НАТО отправлять на Украину больше оружия «бездумное и крайне опасное».  «Но такая мера вписывается в их общую канву антироссийских действий и ещё больше подрывает ситуацию на Украине», — отметил аналитик.  При этом Оленченко обратил внимание на то, что заявления Еврокомиссии, Борреля и Столтенберга о поставках оружия на Украину были сделаны в то время, когда шли переговоры Киева и Москвы.  «Стороны тогда искали выход из сложившейся ситуации. На этом фоне действия ЕС выглядят подстрекательскими и провокационными. Лишний раз европейские власти, в данном случае ЕС, показывают, что их не интересует ни Украина, ни Россия, им интересно столкновение между ними», — подчеркнул эксперт.  Поставки оружия на Украину из стран Запада  AFP  © Sergei SUPINSKY  Оленченко также отметил, что поставки оружия ЕС и НАТО «дают Киеву ненужные надежды» на западную военную помощь.  «Запад не раз признавал, что воевать на территории Украины не будет, но сейчас говорит иносказательно, однако смысл такой: продолжайте противодействовать РФ, а мы будем вас поддерживать поставками оружия и другими мерами», — сказал он.  Оленченко также полагает, что военная помощь ЕС и НАТО в целом «может сыграть с ними злую шутку», поскольку такая активность способна привести не только к обострению ситуации на Украине, но и к столкновению России с Североатлантическим альянсом.  «Москва учитывает и понимает такие риски. При этом западные страны прикидываются или на самом деле не понимают, куда их может завести желание милитаризировать Украину», — считает аналитик.  В свою очередь, замдиректора Института истории и политики МПГУ Владимир Шаповалов подчеркнул, что поставки западного оружия Киеву оправдывают опасения РФ, которые были обозначены в гарантиях безопасности, предложенных Москвой США и НАТО.  «По сути, речь идёт о том, что Украина не является страной НАТО, но тем не менее государства альянса начали массированные поставки Украине оружия. А что было бы, если бы украинская сторона была частью блока, даже страшно представить. Сейчас мы наблюдаем враждебные действия со стороны НАТО в отношении России и понимаем, почему РФ бьёт тревогу из-за данной ситуации», — сказал он.  Также по теме «ЕС разделяют геополитические швы»: почему Эстония настаивает на передаче немецких гаубиц Украине Премьер-министр Эстонии Кая Каллас заявила, что Таллин ещё ждёт разрешения Берлина на поставку гаубиц германского производства...  Шаповалов также отметил, что поставки оружия Западом на Украину направлены «на эскалацию конфликта».  «Каждая подобного рода поставка — это гибель новых мирных жителей, причём как в ЛНР и ДНР, так и в украинских городах, учитывая, что оружие раздаётся Киевом населению бесконтрольно, к тому же из тюрем на Украине выпускают националистов, которые имеют опыт боевых действий в Донбассе», — заметил эксперт.  Шаповалов также считает, что западная военная помощь рождает у киевских властей иллюзию поддержки со стороны ЕС и НАТО.  «Но западные военные и дипломаты уехали с Украины, то же самое они рекомендовали своим гражданам. Тем более генсек альянса заявил, что блок не намерен брать Украину в НАТО, и уж тем паче воевать на её территории», — заключил аналитик.
rt.tsv	4	0	0	20	10	0	0	20.545454545454547	18	6	10	3	0	0	0	6	0	2	0	4	4	3	6	1	4	7	16	4	14	7	0	0	0	3	0	0	5	1	20	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Международный комитет Красного креста прокомментировал работу организации на территории Украины.  «У нас более 600 сотрудников в зоне конфликта, который начался на территории Украины в 2014. Они находятся в разных местах, включая Мариуполь, Донецк и Луганск, и небольшое присутствие в Киеве. Мы перевели сотрудников из Киева в западную Украину и за её пределы, чтобы наши команды могли работать более оперативно и оказывать столь необходимую поддержку людям, пострадавшим от конфликта», — заявили RT в МККК.  Отмечается, что команды организации также находятся на территории Донбасса.  «МККК работает в затронутых конфликтом районах в условиях полной прозрачности и диалога со всеми сторонами, чтобы обеспечить безопасный доступ наших сотрудников к пострадавшим. Приоритетом МККК является помощь пострадавшим. 25 февраля мы отреагировали на острую потребность в обеспечении людей водой, доставив более 16 000 литров питьевой воды в село Еленовка на востоке Донбасса. Ранее на прошлой неделе мы передали 3000 литров воды в Докучаевскую больницу для обеспечения работы основных служб, а также 7000 литров воды в Донецкий муниципалитет. Дополнительно мы установили пять водонаборных точек по 5000 литров каждая, чтобы люди могли набирать воду в Еленовке. 27 февраля мы передали 16 наборов для оказания первой помощи Украинскому Красному Кресту в Мариуполе», — рассказали в МККК.
rt.tsv	0	0	0	6	2	0	0	15.5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	1	0	0	1	1	0	0	0	1	2	0	0	62	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Минобороны России опубликовало видео с действиями подразделений российского спецназа на Украине.  На кадрах, в частности, показаны сотрудники спецподразделений, которые находятся в транспортно-штурмовом вертолёте, летящем над территорией Украины.  Затем показана высадка спецназовцев в одном из районов Украины.  Ранее в Минобороны России сообщили о полной блокировке выхода ВСУ к Азовскому морю.
rt.tsv	0	0	0	8	3	0	0	20	19	6	7	1	0	0	0	0	0	0	0	0	2	0	2	0	2	1	11	0	9	8	0	0	0	1	0	0	1	1	7	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Канал RT France в мессенджере Telegram стал недоступен на территории Франции.  На канал подписано более 50 тыс. пользователей.  Ранее американская компания Meta (владелец Facebook, Instagram и WhatsApp) заявила, что ограничит доступ к RT и Sputnik на территории Европейского союза.  27 февраля глава Еврокомиссии Урсула фон дер Ляйен заявила, что в ЕС запретят работу Sputnik и RT, а также их дочерних структур.  Главный редактор RT Маргарита Симоньян заявила, что решение Евросоюза запретить работу RT на территории ЕС показывает, чего стоит хвалёная европейская демократия.
rt.tsv	2	0	0	31	7	0	0	26.857142857142858	23	2	7	0	0	0	0	0	0	0	0	13	1	13	3	1	2	15	15	5	15	9	0	1	0	4	0	0	7	1	7	0	0	188	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Министерство обороны России предупредило, что нанесёт удары высокоточным оружием по объектам СБУ и 72-го главного центра информационно-психологических операций ВСУ в Киеве в целях пресечения информационных атак против России.  По информации Минобороны, после начала специальной военной операции России на Украине многократно выросло количество информационных атак на российские госучреждения.  В сообщении говорится, что россиянам непрерывно поступают звонки с угрозами физического устранения, а также о минировании различных объектов.  По данным Минобороны, информационные атаки на Россию проводит 72-й главный центр информационно-психологических операций ВСУ совместно с подразделениями киберопераций СБУ, которые используют аппаратно-программные комплексы и объекты связи в Киеве.  «В целях пресечения информационных атак против России по технологическим объектам СБУ и 72-го главного центра ПСО в Киеве будут нанесены удары высокоточным оружием», — заявили в министерстве.  В оборонном ведомстве призвали покинуть свои дома всех живущих рядом с ретрансляционными узлами в Киеве, а также украинцев, привлекаемых националистами для осуществления провокаций против России.  Также в Минобороны России сообщили о полной блокировке выхода ВСУ к Азовскому морю.
rt.tsv	4	0	0	13	1	0	0	16.5	13	2	1	0	0	0	0	1	0	0	0	3	0	1	3	0	0	4	3	2	2	2	0	0	0	0	0	0	0	1	8	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	В результате обстрела украинской армией Донецка была ранена девятилетняя девочка, заявил глава городской администрации Алесей Кулемзин.  «В Киевском районе по ул. Молодых шахтёров, 41а, ранение получила Анастасия Мацкова девяти лет», — написал он в своём Telegram-канале.  Ребёнка госпитализировали в Республиканский травматологический центр с ранами мягких тканей правого локтевого сустава.  Ранее при обстреле Киевского района Донецка с применением РСЗО со стороны ВСУ погибли два человека.  Глава ДНР Денис Пушилин отметил, что украинская армия продолжает обстрелы Донбасса «с большим остервенением».
rt.tsv	8	0	0	9	5	0	0	20.666666666666668	9	4	3	0	0	0	0	2	0	0	1	9	3	7	3	4	2	12	8	4	7	11	0	0	0	1	0	0	2	0	4	0	1	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Президент Украины Владимир Зеленский в ходе видеообращения призвал страны мира признать Россию государством-террористом.  «Россия — это государство-террорист, очевидно, и это должно быть признано официально», — сказал он.  Зеленский призвал страны мира немедленно отреагировать на «преступную тактику агрессора» и провозгласить Россию государством, которое совершает терроризм.  «Требуем полной ответственности для террористов в международных судах», — добавил украинский лидер.  Ранее Зеленский подписал указ о введении на Украине безвизового режима для иностранных наёмников.  Он также сообщил, что ряд украинцев «с опытом ведения боевых действий» в условиях военного положения освобождаются из-под стражи, с них снимаются все санкции.
rt.tsv	0	0	0	6	2	0	0	16	9	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3	0	4	12	0	0	0	0	0	0	1	1	6	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Instagram заблокировал все аккаунты RT в 27 европейских странах.  Ранее доступ к страницам RT ограничил Facebook.  Вице-президент Meta Ник Клегг заявил, что компания ограничит доступ к RT и Sputnik на территории Европейского союза.  Также компания Meta по просьбе украинских властей ограничила доступ с территории страны к аккаунтам ряда российских государственных СМИ в социальных сетях.
rt.tsv	6	0	0	11	2	0	0	17.142857142857142	13	2	2	0	0	0	0	1	0	0	0	5	1	1	8	0	2	4	7	3	6	7	0	2	0	0	0	0	1	1	13	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	В результате обстрела украинской армией Киевского района Донецка с применением РСЗО погибли два человека, сообщил мэр города Алексей Кулемзин.  «Украинские каратели продолжают обстреливать Киевский район из систем залпового огня. Два человека погибли в районе Шахтёрской площади», — написал он в Telegram-канале.  Глава администрации города попросил жителей отойти от окон и по возможности переместиться в укрытия.  Глава ДНР Денис Пушилин ранее заявил, что ВСУ продолжают обстрелы Донбасса «с большим остервенением».  28 февраля при проведении восстановительных работ в Донецке в результате обстрела погиб слесарь ГК «Донбассгаз», ещё двое сотрудников получили тяжёлые ранения.  Рабочие устраняли последствия предыдущей атаки ВСУ.
